,3DCNN_prof,ProQ3D,GraphQA,angleQA,ProQ2,DAVIS-EMAconsensus,BAKER-ROSETTASERVER,BAKER-experimental,P3De,ModFOLD8,tFold-IDT,VoroCNN-GDT,VoroCNN-GEMME,DeepPotential,Ornate,SBROD,GR#,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MolPrb_clash,MolPrb_rotout,MolPrb_ramout,MolPrb_ramfv,N1,N2,DIST,N,RMSD,GDT_TS,LGA_S3,LGA_Q,Target
T1032TS460_5,0.46720,0.522612,0.495,0.386,0.399,0.24407,0.5276,0.5328,0.4444144,0.40021443,0.592,0.431,0.473,0.46357757,0.474,0.406059,460s,100.0,374.0,,0.01,28.38,11.66,20.99,5.732,6.434,170.0,0.0,44.12,64.71,66.47,47.118,2.35,5.42,9.4,143.0,3.8,3.35,0.41,52.94,0.51,0.5,0.78,0.54,0.84,61.6,5.6,68.56,62.75,0.61,708.6,28.53,77.52,0.23,88.08,2.04,5.36,82.14,170.0,170.0,4.0,101.0,2.44,49.265,43.036,3.974,T1032
T1032TS317_2,0.36212,0.461941,0.302,0.263,,0.22141,0.4720,0.3720,0.3671735,0.33055192,0.526,0.401,0.450,0.33798435,0.456,0.256562,317s,100.0,501.0,,-0.78,22.8,8.82,16.52,7.758999999999999,8.451,170.0,7.0,31.76,51.76,54.71,37.449,2.3,3.36,7.1,120.0,4.1,3.73,0.44,44.12,0.48,0.45,0.64,0.8,0.78,55.1,4.74,63.94,58.38,0.5,529.7,19.07,73.95,0.18,24.8,22.45,10.71,72.62,170.0,170.0,4.0,73.0,2.28,40.294,34.444,3.069,T1032
T1032TS278_5,0.51119,0.632619,0.602,0.509,0.522,0.23119,0.6237,0.6434,0.501671,0.43680477,0.644,0.522,0.533,0.4921034,0.508,0.509581,278s,100.0,389.0,,-0.05,31.62,17.35,25.72,7.462999999999999,8.301,170.0,0.0,41.18,55.88,57.65,44.512,2.18,4.15,10.1,143.0,4.7,0.97,0.51,58.23,0.57,0.55,0.77,0.59,0.8,68.7,5.73,73.9,67.69,0.55,660.9,28.3,72.38,0.31,0.74,0.68,1.19,96.43,170.0,170.0,4.0,88.0,1.97,48.529,42.614,4.244,T1032
T1032TS170_2,0.05605,0.234405,0.140,0.159,0.205,0.09192,0.2591,0.2681,0.1844352,0.18661961,0.518,0.328,0.321,0.105297096,0.419,0.254891,170s,100.0,565.0,,-3.02,8.23,2.55,4.99,15.76,16.451,170.0,0.0,1.76,18.82,25.29,17.194000000000006,2.42,0.11,0.0,0.0,,3.04,0.2,15.0,0.39,0.16,0.16,1.84,0.53,37.4,1.99,33.76,34.1,0.21,,154.74,,0.08,71.43,2.04,1.19,92.26,170.0,170.0,4.0,20.0,2.19,14.853,12.305,0.8740000000000001,T1032
T1032TS491_5,0.26839,0.406804,0.464,0.220,,0.23642,0.4055,0.3797,0.3331821,0.36144456,0.488,0.373,0.365,0.49754986,0.396,0.362225,491s,100.0,291.0,,0.32,35.15,15.88,26.32,6.485,7.407,170.0,0.0,48.82,63.53,67.65,49.68899999999999,2.13,5.58,9.7,136.0,3.3,3.4,0.47,47.35,0.5,0.49,0.76,0.63,0.83,69.8,5.33,70.75,62.86,0.62,738.7,28.54,66.37,0.25,111.4,2.04,5.36,85.12,170.0,170.0,4.0,106.0,2.25,52.794,45.353,4.512,T1032
T1032TS138_4,0.30573,0.456422,0.263,0.283,0.413,0.18871,0.4209,0.3187,0.3749128,0.28651762,0.511,0.373,0.417,0.29154623,0.448,0.293150,138s,100.0,533.0,,-1.67,15.45,3.83,9.72,8.867,9.803,170.0,8.0,17.65,36.47,42.94,27.316,2.58,1.86,2.1,90.0,4.7,4.03,0.39,36.77,0.44,0.37,0.56,1.05,0.68,47.5,3.5,57.02,52.05,0.42,259.2,23.48,66.74,0.14,49.59,22.45,16.07,70.83,170.0,170.0,4.0,59.0,2.63,30.147,25.701,2.157,T1032
T1032TS138_1,0.38282,0.502072,0.342,0.383,0.440,0.23031,0.4695,0.3561,0.4249207,0.34045553,0.572,0.411,0.439,0.3585863,0.468,0.412027,138s,100.0,480.0,-0.5,-0.52,25.74,10.57,18.59,7.452000000000001,8.251,170.0,3.0,32.35,54.71,57.06,38.69,2.39,3.52,7.5,119.0,3.8,3.6,0.47,47.94,0.5,0.47,0.7,0.83,0.77,66.0,4.74,67.42,62.39,0.52,585.4,13.98,72.21,0.19,29.24,12.24,15.48,72.02,170.0,170.0,4.0,81.0,2.28,43.235,36.549,3.402,T1032
T1032TS169_1,0.37817,0.479629,0.467,0.352,0.460,0.22202,0.4857,0.4783,0.3938833,0.3685642,0.568,0.425,0.461,0.37309206,0.469,0.378766,169s,100.0,475.0,-0.43,-0.46,24.85,11.01,16.17,6.631,7.456,170.0,0.0,32.94,61.18,65.88,41.218,2.52,4.87,8.7,146.0,4.0,1.74,0.43,44.71,0.48,0.45,0.73,0.63,0.82,61.9,5.46,66.84,58.74,0.54,655.2,30.94,60.74,0.22,0.37,3.4,6.55,82.14,170.0,170.0,4.0,93.0,2.73,43.971,37.509,3.285,T1032
T1032TS138_3,0.35523,0.422632,0.227,0.298,0.366,0.20979,0.4372,0.3490,0.3562729,0.30580035,0.534,0.397,0.430,0.3055911,0.452,0.303835,138s,100.0,521.0,,-1.12,20.44,6.74,14.59,7.945,8.642000000000001,170.0,3.0,28.82,44.12,48.82,32.78,2.56,3.44,4.4,102.0,3.8,3.6,0.42,40.88,0.46,0.42,0.65,0.87,0.74,49.0,4.25,58.08,58.17,0.45,381.3,20.58,66.09,0.17,32.2,12.24,11.9,76.19,170.0,170.0,4.0,67.0,2.28,36.471,30.555,2.817,T1032
T1032TS063_2,0.09050,0.296791,0.273,0.169,0.160,0.18305,0.3344,0.2560,0.2407486,0.2698036,0.442,0.315,0.312,0.24562743,0.367,0.267327,063s,100.0,519.0,,-1.08,20.59,8.62,13.48,11.533,12.548,170.0,1.0,24.12,48.82,58.82,38.313,2.35,4.79,6.8,122.0,3.4,3.55,0.34,27.35,0.41,0.33,0.39,1.12,0.68,55.0,4.58,50.87,46.08,0.47,558.3,43.67,60.74,0.14,116.58,4.08,2.98,89.88,170.0,170.0,4.0,75.0,2.69,36.912,31.474,2.689,T1032
T1032TS170_4,0.06168,0.243716,0.123,0.157,0.191,0.07834,,,0.1816712,0.167491,0.533,0.330,0.355,0.08184329,0.429,0.207439,170s,100.0,577.0,,-3.28,6.76,1.37,2.96,21.36,22.05,170.0,0.0,0.0,2.94,20.59,10.890999999999998,2.85,-1.71,0.0,0.0,,0.95,0.2,13.23,0.38,0.13,0.09,2.29,0.5,55.6,1.24,28.57,32.41,0.17,,184.49,,0.05,0.0,0.0,1.19,92.86,170.0,170.0,4.0,17.0,2.66,11.912,9.406,0.615,T1032
T1032TS138_5,0.30461,0.429948,0.257,0.280,0.321,0.22007,0.4081,0.2521,0.3528551,0.32132834,0.514,0.389,0.401,0.32418352,0.442,0.245651,138s,100.0,523.0,,-1.18,18.82,5.76,11.99,7.636,8.401,170.0,4.0,22.94,42.94,50.0,33.273,2.48,3.12,4.7,116.0,4.4,3.89,0.42,41.77,0.44,0.42,0.64,0.92,0.76,53.2,4.25,61.07,55.31,0.48,402.9,21.04,71.25,0.17,35.53,21.09,14.29,69.05,170.0,170.0,4.0,70.0,2.65,35.735,30.603,2.542,T1032
T1032TS063_5,0.12793,0.334063,0.288,0.181,0.279,0.12746,0.3139,0.4608,0.2741668,0.24224977,0.537,0.373,0.351,0.13323714,0.414,0.231489,063s,100.0,546.0,,-2.39,13.68,3.85,6.98,15.412,16.148,170.0,0.0,12.35,28.24,51.18,34.28,2.53,3.2,5.4,110.0,4.0,3.58,0.24,12.65,0.39,0.19,0.23,1.61,0.56,49.8,4.58,30.01,37.36,0.29,437.1,160.46,78.32,0.09,106.59,6.8,1.19,92.86,170.0,170.0,4.0,43.0,2.79,22.059,18.68,1.485,T1032
T1032TS097_2,0.53003,0.540682,0.551,0.532,0.460,0.23114,0.4766,0.4916,0.4642512,0.4156355,0.614,0.485,0.494,0.53041315,0.478,0.552203,097s,100.0,340.0,,0.09,32.06,16.7,26.24,7.677,8.119,170.0,0.0,44.71,52.35,55.88,47.17,2.07,4.0,9.3,136.0,4.2,3.33,0.44,55.29,0.53,0.53,0.68,0.56,0.79,67.9,5.33,69.76,65.29,0.56,634.4,30.3,59.78,0.27,146.62,0.0,11.9,82.14,170.0,170.0,4.0,89.0,1.83,50.147,45.315,4.62,T1032
T1032TS170_1,0.10092,0.247859,0.140,0.175,0.216,0.08525,,,0.1916027,0.18052939,0.552,0.382,0.386,0.09060593,0.442,0.292257,170s,100.0,574.0,-3.18,-3.24,7.06,0.47,2.3,17.777,18.714,170.0,0.0,2.35,4.12,25.88,16.445999999999998,2.55,-1.0,0.0,0.0,,1.25,0.22,10.0,0.36,0.09,0.07,2.12,0.5,54.8,1.64,30.87,30.85,0.17,,73.26,,0.06,0.0,2.04,1.79,91.07,170.0,170.0,4.0,17.0,2.63,12.353,9.969,0.622,T1032
T1032TS183_4,0.61341,0.603875,0.578,0.647,0.562,0.25523,0.6387,0.6762,0.5228296,0.4686492,0.723,0.522,0.545,0.6172348,0.523,0.645337,183s,100.0,152.0,,0.54,35.73,16.72,28.04,5.414,5.964,170.0,1.0,47.06,68.24,71.76,50.011,2.42,5.74,13.3,132.0,3.0,2.94,0.56,70.59,0.6,0.62,0.82,0.42,0.86,71.1,5.99,77.04,72.96,0.64,944.1,23.32,45.72,0.33,79.57,0.0,3.57,89.29,170.0,170.0,4.0,108.0,2.16,55.294,50.476000000000006,4.772,T1032
T1032TS063_3,0.17698,0.377634,0.385,0.207,0.155,0.20117,0.3648,0.3349,0.3073044,0.29979974,0.512,0.329,0.337,0.3144933,0.387,0.348371,063s,100.0,475.0,,-0.46,25.44,7.61,17.65,6.6789999999999985,7.747999999999998,170.0,0.0,28.24,51.18,60.59,46.449,2.07,4.87,9.3,141.0,3.5,3.63,0.4,31.47,0.42,0.38,0.7,0.81,0.79,60.7,5.6,61.09,54.58,0.52,710.9,27.24,57.26,0.14,137.68,4.08,1.19,89.29,170.0,170.0,4.0,80.0,2.45,43.971,35.605,3.139,T1032
T1033TS070_3,0.10238,0.343261,0.154,0.156,0.361,0.23855,0.3638,0.3800,0.19607146,0.27952617,0.618,0.345,0.354,0.30088213,0.42,0.106088,070s,100.0,511.0,,-1.09,16.75,2.98,7.39,20.353,21.215,100.0,0.0,0.0,11.0,32.0,30.612,2.27,-1.18,0.0,0.0,,0.91,0.3,27.5,0.48,0.37,0.49,2.27,0.44,46.5,2.58,24.39,57.1,0.22,,48.37,49.05,0.12,0.0,0.0,2.04,93.88,100.0,100.0,4.0,26.0,2.61,22.5,21.688,0.961,T1033
T1033TS063_5,0.13751,0.394133,0.154,0.151,0.266,0.24026,0.3827,0.4891,0.2331578,0.29262927,0.718,0.441,0.412,0.2910551,0.412,0.148455,063s,100.0,502.0,,-0.97,15.25,3.33,6.11,14.711,15.692,100.0,0.0,0.0,0.0,42.0,36.192,1.9,-0.01,0.0,0.0,,2.84,0.31,24.0,0.45,0.31,0.45,1.59,0.36,59.8,4.25,23.66,55.01,0.21,,25.76,81.26,0.1,68.6,2.13,1.02,95.92,100.0,100.0,4.0,22.0,2.67,23.75,20.041,0.794,T1033
T1033TS305_2,0.18337,0.3857,0.234,0.190,0.348,0.23118,0.3661,0.4240,0.2386664,0.33419362,0.687,0.416,0.462,0.33116633,0.434,0.168156,305s,100.0,494.0,,-0.89,17.75,1.37,8.21,13.535,14.447,100.0,0.0,1.0,12.0,38.0,27.932,2.41,-0.36,0.0,0.0,,3.91,0.25,28.0,0.46,0.35,0.51,1.51,0.55,68.7,3.07,30.66,58.27,0.24,,24.89,33.35,0.08,141.71,12.77,1.02,92.86,100.0,100.0,4.0,28.0,2.38,24.5,22.488000000000003,1.127,T1033
T1033TS460_3,0.11712,0.351868,0.179,0.140,0.299,0.21105,0.3459,0.3521,0.21475627,0.2961065,0.496,0.343,0.334,0.2984839,0.374,0.161083,460s,100.0,519.0,,-1.42,11.5,1.57,5.08,13.322,13.943,100.0,0.0,10.0,19.0,37.0,26.235,2.43,-0.59,0.0,0.0,,3.68,0.27,15.5,0.43,0.34,0.49,1.66,0.57,37.0,3.89,29.29,56.35,0.22,,17.09,64.76,0.07,105.75,2.13,13.27,56.12,100.0,100.0,4.0,24.0,2.85,19.25,17.028,0.812,T1033
T1033TS151_3,0.11338,0.33874,0.187,0.189,0.259,0.24197,0.4386,0.3936,0.2259791,0.321348,0.723,0.419,0.444,0.38969994,0.445,0.168620,151s,100.0,273.0,,-0.28,19.75,6.17,9.76,12.38,13.029000000000002,100.0,1.0,3.0,21.0,43.0,29.182,2.4,0.69,0.0,0.0,,2.72,0.38,38.0,0.47,0.38,0.52,1.38,0.42,68.9,3.5,29.66,63.58,0.29,,10.27,,0.09,35.85,0.0,6.12,83.67,100.0,100.0,4.0,29.0,2.65,30.5,26.0,1.056,T1033
T1033TS305_3,0.20223,0.399719,0.232,0.186,0.311,0.23224,0.3588,0.3774,0.2504263,0.3259839,0.720,0.398,0.392,0.3370317,0.432,0.171558,305s,100.0,514.0,,-1.14,15.5,6.62,9.95,16.652,17.323,100.0,0.0,2.0,13.0,36.0,22.893,2.59,-1.18,0.0,0.0,,3.77,0.22,27.0,0.47,0.32,0.31,1.57,0.49,70.2,3.07,27.22,55.46,0.22,,34.11,30.92,0.1,195.92,12.77,1.02,96.94,100.0,100.0,4.0,22.0,2.19,22.0,20.797,0.959,T1033
T1033TS081_5,0.15488,0.368409,0.185,0.198,0.280,0.22197,0.3583,0.3569,0.2482785,0.29118568,0.676,0.366,0.362,0.43234122,0.496,0.224488,081s,89.0,399.0,,-0.61,20.75,6.59,10.83,18.9,19.441,89.0,2.0,0.0,8.0,42.0,31.047,2.43,-0.68,2.9,56.0,5.5,3.4,0.21,32.62,0.43,0.35,0.35,1.16,0.47,65.24,3.89,23.63,55.54,0.25,176.4,57.28,,0.1,110.96,2.35,2.3,87.36,89.0,100.0,4.0,27.0,2.07,27.25,24.341,1.242,T1033
T1033TS222_1,0.52060,0.514534,0.401,0.298,,0.29461,0.4596,0.6121,0.3916309,0.41547155,0.854,0.562,0.533,0.6757805,0.534,0.299436,222s,100.0,220.0,-0.2,-0.21,22.75,7.5,11.16,13.864,14.15,100.0,2.0,0.0,0.0,46.0,34.494,2.4,0.22,2.8,58.0,4.2,2.4,0.4,45.0,0.55,0.45,0.51,1.04,0.53,55.7,3.29,37.73,70.99,0.3,191.1,12.81,,0.14,35.23,1.06,2.04,94.9,100.0,100.0,4.0,31.0,2.48,31.25,28.718000000000004,1.2009999999999998,T1033
T1033TS075_3,0.24315,0.428344,0.263,0.210,0.515,0.27579,0.3754,0.5558,0.3297172,0.38498414,0.770,0.519,0.486,0.35243574,0.496,0.239558,075s,100.0,296.0,,-0.36,21.75,5.65,10.44,14.963,15.128,100.0,0.0,1.0,5.0,38.0,27.844,2.31,0.11,2.7,56.0,5.9,2.48,0.36,31.5,0.51,0.4,0.38,1.25,0.55,59.9,3.7,34.7,63.37,0.26,186.7,21.16,57.91,0.14,67.37,0.0,1.02,96.94,100.0,100.0,4.0,30.0,2.33,29.75,26.233,1.235,T1033
T1033TS198_5,0.01477,0.264151,0.062,0.109,0.097,0.18737,0.2718,0.2620,0.12039936,0.1869402,0.515,0.262,0.308,0.22010157,0.303,0.080378,198s,100.0,520.0,,-1.45,11.75,1.3,6.54,20.292,20.948,100.0,0.0,0.0,6.0,37.0,23.922,2.55,-1.53,0.0,0.0,,3.48,0.23,14.0,0.32,0.2,0.32,2.14,0.48,38.3,2.3,19.84,36.16,0.17,,80.26,79.48,0.06,65.51,4.26,5.1,81.63,100.0,100.0,4.0,17.0,2.6,19.0,15.832,0.63,T1033
T1033TS063_4,0.02384,0.265512,0.106,0.126,0.051,0.19526,0.3258,0.2763,0.13621827,0.20405877,0.606,0.317,0.322,0.26184434,0.365,0.134061,063s,100.0,517.0,,-1.35,12.25,0.77,3.62,18.004,18.716,100.0,0.0,0.0,11.0,36.0,27.645,2.42,-0.59,0.0,0.0,,3.27,0.26,18.0,0.38,0.24,0.27,1.78,0.61,29.2,2.58,19.45,42.04,0.18,,46.39,86.0,0.07,92.09,3.19,2.04,92.86,100.0,100.0,4.0,15.0,2.62,20.0,16.105999999999998,0.551,T1033
T1033TS151_2,0.09811,0.302958,0.163,0.168,0.206,0.23763,0.3955,0.4488,0.19305457,0.29145047,0.758,0.465,0.477,0.30792174,0.465,0.168384,151s,100.0,360.0,,-0.49,19.5,4.43,9.09,13.095999999999998,13.868,100.0,1.0,20.0,25.0,44.0,33.846,2.5,1.16,0.0,0.0,,2.58,0.37,26.5,0.47,0.34,0.49,1.48,0.49,62.4,3.07,31.68,59.71,0.27,,13.57,,0.11,35.23,0.0,1.02,89.8,100.0,100.0,4.0,27.0,2.44,28.5,24.797,1.064,T1033
T1033TS170_5,0.15588,0.386082,0.202,0.183,0.492,0.21789,,,0.24130704,0.31263614,0.832,0.502,0.508,0.2709692,0.506,0.195316,170s,100.0,507.0,,-1.02,16.5,2.4,7.85,19.098,19.44,100.0,0.0,0.0,0.0,23.0,17.633,2.18,-0.71,0.0,0.0,,0.53,0.34,38.5,0.49,0.38,0.32,1.31,0.52,49.6,1.99,29.7,59.99,0.21,,23.17,,0.15,0.0,1.06,0.0,97.96,100.0,100.0,4.0,26.0,2.55,23.25,21.288,0.981,T1033
T1033TS305_4,0.11519,0.354401,0.258,0.198,0.385,0.25553,0.3511,0.3882,0.2529833,0.33831215,0.709,0.372,0.417,0.32290602,0.436,0.171579,305s,100.0,488.0,,-0.84,15.75,4.16,8.38,13.7,14.186,100.0,0.0,0.0,4.0,44.0,28.073,2.58,-1.29,0.0,0.0,,3.6,0.25,34.0,0.46,0.36,0.47,1.09,0.6,68.6,2.58,27.85,57.41,0.25,,17.79,34.54,0.08,150.8,10.64,1.02,96.94,100.0,100.0,4.0,24.0,2.43,25.0,22.455,0.95,T1033
T1033TS252_5,0.10762,0.347672,0.173,0.150,0.270,0.25395,0.3633,0.3951,0.21580241,0.30415133,0.668,0.369,0.399,0.31435144,0.389,0.158497,252s,100.0,385.0,,-0.56,19.25,4.29,8.57,12.742,13.607,100.0,0.0,0.0,12.0,43.0,31.701,2.16,-0.24,0.0,0.0,,3.4,0.29,27.0,0.44,0.33,0.4,1.28,0.57,63.5,2.58,31.44,54.21,0.27,,20.28,79.41,0.09,71.08,5.32,4.08,90.82,100.0,100.0,4.0,34.0,2.79,27.75,24.99,1.177,T1033
T1033TS063_3,0.11482,0.319305,0.167,0.153,0.250,0.22039,0.3622,0.3931,0.18990211,0.25237054,0.689,0.428,0.401,0.28841797,0.405,0.144425,063s,100.0,516.0,,-1.3,14.75,4.66,9.47,15.285,16.009,100.0,0.0,0.0,0.0,35.0,30.382,2.18,-1.41,0.0,0.0,,3.26,0.31,32.0,0.42,0.32,0.37,1.63,0.46,56.3,2.58,25.64,53.23,0.2,,23.95,83.2,0.08,90.85,5.32,3.06,95.92,100.0,100.0,4.0,19.0,1.81,20.5,18.619,0.995,T1033
T1033TS305_1,0.21518,0.400455,0.327,0.190,0.551,0.22487,0.3626,0.4346,0.2596745,0.32169214,0.689,0.405,0.418,0.3049741,0.429,0.201652,305s,100.0,418.0,-0.61,-0.64,19.0,5.78,11.17,23.096,23.917,100.0,0.0,16.0,29.0,34.0,30.284,2.55,-0.13,0.0,0.0,,3.91,0.24,34.5,0.46,0.38,0.4,1.62,0.5,71.8,2.58,27.18,58.53,0.27,,48.85,37.18,0.1,129.79,11.7,5.1,90.82,100.0,100.0,4.0,30.0,2.34,27.0,25.044,1.227,T1033
T1033TS081_4,0.26686,0.391058,0.249,0.255,0.261,0.23316,0.4003,0.5072,0.2872447,0.33336455,0.730,0.368,0.391,0.7040246,0.51,0.243845,081s,85.0,508.0,,-1.04,17.0,3.17,6.2,28.643,28.982,85.0,0.0,0.0,0.0,38.0,34.938,1.99,-0.09,0.0,0.0,,3.29,0.22,33.27,0.44,0.36,0.28,1.24,0.51,43.69,3.89,25.02,55.34,0.19,,118.94,,0.1,77.42,4.94,1.2,93.98,85.0,100.0,4.0,23.0,2.71,23.0,21.798,0.8190000000000001,T1033
T1033TS324_1,0.34837,0.439948,0.351,0.294,,0.28421,0.5478,0.5764,0.3202362,0.41570026,0.848,0.520,0.538,0.745946,0.516,0.252746,324s,100.0,169.0,-0.06,-0.06,21.5,7.37,11.0,12.157,12.433,100.0,0.0,19.0,34.0,42.0,33.515,2.27,0.69,2.8,58.0,6.8,0.5,0.41,50.5,0.55,0.46,0.62,1.07,0.54,60.3,3.7,41.4,70.45,0.32,192.5,8.78,64.0,0.17,0.0,0.0,0.0,98.98,100.0,100.0,4.0,33.0,2.6,32.75,29.101,1.223,T1033
T1033TS170_3,0.11023,0.407345,0.192,0.192,0.468,0.22816,,,0.2489709,0.2974816,0.772,0.433,0.454,0.30321,0.479,0.191161,170s,100.0,476.0,,-0.79,17.0,7.83,10.98,11.398,12.019,100.0,0.0,0.0,0.0,42.0,27.734,2.84,0.11,0.0,0.0,,0.93,0.39,39.0,0.5,0.37,0.51,1.34,0.5,71.6,3.5,37.14,62.22,0.24,,15.47,,0.13,0.0,1.06,0.0,93.88,100.0,100.0,4.0,25.0,2.16,25.5,23.067,1.107,T1033
T1034TS491_1,0.00888,0.220981,0.171,0.135,0.185,0.12863,0.2019,0.2472,0.1718254,0.13220939,0.463,0.327,0.297,0.16200206,0.364,0.121762,491s,100.0,559.0,-3.09,-3.4,5.29,1.07,2.71,18.973,19.523,156.0,1.0,0.0,0.0,21.79,14.433,2.91,-1.25,0.0,0.0,,3.73,0.17,4.81,0.31,0.05,-0.02,2.3,0.5,23.7,1.99,21.33,21.47,0.15,,375.37,36.32,0.03,143.2,4.26,4.55,86.36,156.0,156.0,4.0,14.0,2.46,9.295,8.011000000000001,0.5479999999999999,T1034
T1034TS063_3,0.00994,0.217825,0.183,0.193,0.284,0.13934,0.2135,0.2472,0.1835532,0.17185317,0.506,0.241,0.240,0.1446117,0.349,0.154418,063s,100.0,538.0,,-2.89,12.66,4.18,8.76,51.278,50.39,156.0,0.0,14.1,23.72,54.49,49.904,1.82,4.06,6.1,91.0,2.6,3.17,0.17,3.21,0.31,0.08,-0.05,2.58,0.51,32.9,4.42,25.32,24.14,0.23,467.9,4102.41,81.56,0.05,67.2,4.26,2.6,94.16,156.0,156.0,4.0,35.0,2.17,18.59,16.887,1.54,T1034
T1034TS259_5,0.01007,0.266339,0.087,0.198,,0.18151,0.3349,0.3975,0.2488461,0.26753047,0.626,0.358,0.398,0.26043516,0.413,0.108157,259s,100.0,532.0,,-2.68,11.54,2.13,4.82,11.632,12.155,156.0,0.0,7.05,26.28,28.21,19.646,2.6,0.6,0.0,0.0,,3.16,0.27,9.94,0.39,0.26,0.37,1.58,0.53,58.6,2.83,43.62,40.4,0.31,,57.73,76.91,0.09,158.59,0.0,1.95,91.56,156.0,156.0,4.0,40.0,3.0,22.436,18.935,1.291,T1034
T1034TS460_3,0.09828,0.445716,0.409,0.375,0.613,0.26889,0.4665,0.4597,0.4655674,0.5103138,0.632,0.436,0.434,0.5259037,0.444,0.271467,460s,100.0,457.0,,-0.56,41.98,23.35,34.67,7.975,8.499,156.0,0.0,67.31,74.36,75.0,66.781,1.74,6.76,11.9,125.0,2.1,3.69,0.44,54.17,0.48,0.46,0.49,0.99,0.73,46.5,5.04,61.82,60.99,0.71,818.5,39.03,88.94,0.22,138.57,3.55,5.84,84.42,156.0,156.0,4.0,120.0,1.9,61.058,58.539,5.999,T1034
T1034TS151_3,0.33066,0.563612,0.699,0.452,0.658,0.26906,0.5336,0.5882,0.5807755,0.5724867,0.689,0.454,0.518,0.57000476,0.494,0.359065,151s,100.0,458.0,,-0.57,43.75,23.25,36.09,8.039,8.296,156.0,4.0,59.62,74.36,80.13,76.459,1.75,7.52,16.5,135.0,2.1,3.02,0.51,50.0,0.52,0.53,0.68,0.74,0.74,50.1,5.73,69.98,62.24,0.67,1089.7,19.61,,0.28,53.22,0.0,9.74,72.08,156.0,156.0,4.0,105.0,1.76,60.897,55.933,5.645,T1034
T1034TS259_4,0.03027,0.3079,0.132,0.290,0.451,0.18775,0.3286,0.3439,0.2882862,0.2723357,0.630,0.388,0.415,0.27310675,0.419,0.140237,259s,100.0,533.0,,-2.75,11.06,2.79,6.21,13.379,13.716,156.0,0.0,2.56,18.59,27.56,17.338,2.45,0.1,0.0,0.0,,3.43,0.26,16.99,0.4,0.27,0.28,1.71,0.49,60.1,2.3,42.77,41.78,0.29,,92.37,78.73,0.11,218.3,0.0,4.55,86.36,156.0,156.0,4.0,32.0,2.4,21.154,17.602999999999994,1.279,T1034
T1034TS259_1,0.01300,0.33833,0.111,0.272,0.485,0.16894,0.2947,0.3666,0.3082578,0.25273773,0.618,0.365,0.405,0.23186553,0.399,0.168650,259s,100.0,540.0,-2.66,-2.93,8.65,4.15,5.31,12.678,13.213,156.0,0.0,3.85,14.74,27.56,19.002,2.63,-0.92,0.0,0.0,,3.45,0.21,7.69,0.35,0.17,0.23,1.7,0.51,55.9,1.64,39.15,33.26,0.25,,96.03,80.19,0.05,231.63,0.71,7.14,86.36,156.0,156.0,4.0,27.0,2.54,17.788,14.555,1.023,T1034
T1034TS491_2,0.00305,0.190463,0.174,0.135,0.129,0.13251,0.2005,0.2435,0.14927773,0.124061584,0.466,0.317,0.292,0.1636882,0.356,0.126496,491s,100.0,558.0,,-3.36,5.45,0.92,2.79,18.437,18.877,156.0,1.0,1.28,10.26,23.08,12.334,2.84,-1.42,0.0,0.0,,3.56,0.17,2.24,0.31,0.05,-0.01,2.37,0.49,23.5,1.64,23.16,21.73,0.15,,372.88,36.63,0.04,138.4,3.55,3.9,90.26,156.0,156.0,4.0,15.0,2.27,9.936,8.603,0.634,T1034
T1034TS097_1,0.23330,0.572313,0.637,0.477,0.675,0.24663,0.5252,0.4570,0.5799935,0.52221656,0.579,0.441,0.447,0.5447154,0.436,0.283825,097s,100.0,504.0,-1.35,-1.5,29.81,13.46,22.01,10.236,10.805,156.0,1.0,43.59,48.08,51.28,38.752,2.14,3.39,8.4,113.0,8.3,3.65,0.41,38.14,0.51,0.57,0.7,1.49,0.48,55.3,5.99,61.08,66.92,0.51,491.2,11.45,63.06,0.26,226.67,0.0,17.53,70.78,156.0,156.0,4.0,79.0,2.17,43.91,38.641,3.479,T1034
T1034TS170_3,0.29611,0.576365,0.754,0.547,,0.27446,0.5022,0.6053,0.5915254,0.5621769,0.791,0.533,0.546,0.524646,0.517,0.450197,170s,100.0,455.0,,-0.55,43.75,22.76,35.67,6.609,7.2,156.0,0.0,55.77,76.92,82.69,78.734,1.61,7.78,18.0,136.0,1.9,2.26,0.51,45.19,0.53,0.5,0.65,0.59,0.79,72.3,5.99,69.45,60.61,0.67,1174.5,25.66,,0.3,17.6,2.13,1.3,96.1,156.0,156.0,4.0,109.0,1.94,61.218,53.389,5.35,T1034
